budget,genres,homepage,original_language,original_title,overview,popularity,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
225000000,"[{""id"": 28; ""name"": ""Action""}; {""id"": 35; ""name"": ""Comedy""}; {""id"": 878; ""name"": ""Science Fiction""}]",http://www.sonypictures.com/movies/meninblack3/,en,Men in Black 3,Agents J (Will Smith) and K (Tommy Lee Jones) are back...in time. J has seen some inexplicable things in his 15 years with the Men in Black; but nothing; not even aliens; perplexes him as much as his wry; reticent partner. But when K's life and the fate of the planet are put at stake; Agent J will have to travel back in time to put things right. J discovers that there are secrets to the universe that K never told him - secrets that will reveal themselves as he teams up with the young Agent K (Josh Brolin) to save his partner; the agency; and the future of humankind.,52.035179,"May 23, 2012",624026776,106,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,They are back... in time.,Men in Black 3,6.2,4160
170000000,"[{""id"": 12; ""name"": ""Adventure""}; {""id"": 14; ""name"": ""Fantasy""}; {""id"": 18; ""name"": ""Drama""}]",http://www.snowwhiteandthehuntsman.com/,en,Snow White and the Huntsman,After the Evil Queen marries the King; she performs a violent coup in which the King is murdered and his daughter; Snow White; is taken captive. Almost a decade later; a grown Snow White is still in the clutches of the Queen. In order to obtain immortality; The Evil Queen needs the heart of Snow White. After Snow escapes the castle; the Queen sends the Huntsman to find her in the Dark Forest.,77.178973,"May 30, 2012",396600000,127,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,The Fairytale is Over,Snow White and the Huntsman,5.8,3118
130000000,"[{""id"": 878; ""name"": ""Science Fiction""}; {""id"": 12; ""name"": ""Adventure""}; {""id"": 9648; ""name"": ""Mystery""}]",http://www.projectprometheus.com/,en,Prometheus,A team of explorers discover a clue to the origins of mankind on Earth; leading them on a journey to the darkest corners of the universe. There; they must fight a terrifying battle to save the future of the human race.,68.889395,"May 30, 2012",403170142,124,"[{""iso_639_1"": ""gd""; ""name"": """"}; {""iso_639_1"": ""en""; ""name"": ""English""}]",Released,The Search for Our Beginning Could Lead to Our End.,Prometheus,6.3,5080
145000000,"[{""id"": 16; ""name"": ""Animation""}; {""id"": 10751; ""name"": ""Family""}]",,en,Madagascar 3: Europe's Most Wanted,Alex; Marty; Gloria and Melman are still trying to get back to the Big Apple and their beloved Central Park zoo; but first they need to find the penguins. When they travel to Monte Carlo; they attract the attention of Animal Control after gate crashing a party and are joined by the penguins; King Julian and Co.; and the monkeys. How do a lion; zebra; hippo; giraffe; four penguins; two monkeys; three lemurs travel through Europe without attracting attention and get back to New York? They join a traveling circus. Their attempts to get back to New York are consistently hampered by the Captain of Animal Control who wants to make Alex part of her collection. Once they make it back to New York Marty; Alex; Gloria and Melman realize that they want to be part of the traveling circus.,44.989192,"June 6, 2012",746921274,93,"[{""iso_639_1"": ""en""; ""name"": ""English""}; {""iso_639_1"": ""es""; ""name"": ""Espa\u00f1ol""}; {""iso_639_1"": ""th""; ""name"": ""\u0e20\u0e32\u0e29\u0e32\u0e44\u0e17\u0e22""}]",Released,Six years ago; they disappeared without a trace. Next summer; they finally resurface.,Madagascar 3: Europe's Most Wanted,6.4,1808
750000,"[{""id"": 35; ""name"": ""Comedy""}; {""id"": 10749; ""name"": ""Romance""}; {""id"": 878; ""name"": ""Science Fiction""}; {""id"": 18; ""name"": ""Drama""}]",,en,Safety Not Guaranteed,Three magazine employees head out on an assignment to interview a guy who placed a classified ad seeking a companion for time travel.,25.186002,"June 8, 2012",4007792,85,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,What would you go back for?,Safety Not Guaranteed,6.8,556
75000000,"[{""id"": 35; ""name"": ""Comedy""}; {""id"": 18; ""name"": ""Drama""}; {""id"": 10402; ""name"": ""Music""}; {""id"": 10749; ""name"": ""Romance""}]",http://www.warnerbros.com/rock-ages,en,Rock of Ages,A small town girl and a city boy meet on the Sunset Strip; while pursuing their Hollywood dreams.,23.515938,"June 13, 2012",59418613,123,"[{""iso_639_1"": ""en""; ""name"": ""English""}; {""iso_639_1"": ""th""; ""name"": ""\u0e20\u0e32\u0e29\u0e32\u0e44\u0e17\u0e22""}]",Released,Nothin' but a good time,Rock of Ages,6,385
70000000,"[{""id"": 35; ""name"": ""Comedy""}]",http://www.sonypictures.com/movies/thatsmyboy/,en,That's My Boy,While in his teens; Donny fathered a son; Todd; and raised him as a single parent up until Todd's 18th birthday. Now; after not seeing each other for years; Todd's world comes crashing down when Donny resurfaces just before Todd's wedding.,21.723897,"June 14, 2012",58058367,116,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,The story of a child… and his son.,That's My Boy,5.5,453
69000000,"[{""id"": 28; ""name"": ""Action""}; {""id"": 14; ""name"": ""Fantasy""}; {""id"": 27; ""name"": ""Horror""}]",,en,Abraham Lincoln: Vampire Hunter,President Lincoln's mother is killed by a supernatural creature; which fuels his passion to crush vampires and their slave-owning helpers.,38.634767,"June 20, 2012",112265139,94,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,Are you a patriot or a vampire?,Abraham Lincoln: Vampire Hunter,5.5,1269
185000000,"[{""id"": 16; ""name"": ""Animation""}; {""id"": 12; ""name"": ""Adventure""}; {""id"": 35; ""name"": ""Comedy""}; {""id"": 10751; ""name"": ""Family""}; {""id"": 28; ""name"": ""Action""}; {""id"": 14; ""name"": ""Fantasy""}]",http://disney.go.com/brave/#/home,en,Brave,Brave is set in the mystical Scottish Highlands; where Mérida is the princess of a kingdom ruled by King Fergus and Queen Elinor. An unruly daughter and an accomplished archer; Mérida one day defies a sacred custom of the land and inadvertently brings turmoil to the kingdom. In an attempt to set things right; Mérida seeks out an eccentric old Wise Woman and is granted an ill-fated wish. Also figuring into Mérida’s quest — and serving as comic relief — are the kingdom’s three lords: the enormous Lord MacGuffin; the surly Lord Macintosh; and the disagreeable Lord Dingwall.,125.114374,"June 21, 2012",538983207,93,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,Change your fate.,Brave,6.7,4641
10000000,"[{""id"": 35; ""name"": ""Comedy""}; {""id"": 18; ""name"": ""Drama""}; {""id"": 10749; ""name"": ""Romance""}; {""id"": 878; ""name"": ""Science Fiction""}]",,en,Seeking a Friend for the End of the World,As an asteroid nears Earth; a man finds himself alone after his wife leaves in a panic. He decides to take a road trip to reunite with his high school sweetheart. Accompanying him is a neighbor who inadvertently puts a wrench in his plan.,30.863082,"June 22, 2012",9636289,101,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,Nice knowing you.,Seeking a Friend for the End of the World,6.3,700
95000000,"[{""id"": 16; ""name"": ""Animation""}; {""id"": 35; ""name"": ""Comedy""}; {""id"": 12; ""name"": ""Adventure""}; {""id"": 10751; ""name"": ""Family""}]",http://www.iceagemovies.com/films/ice-age-continental-drift,en,Ice Age: Continental Drift,Manny; Diego; and Sid embark upon another adventure after their continent is set adrift. Using an iceberg as a ship; they encounter sea creatures and battle pirates as they explore a new world.,65.229868,"June 26, 2012",877244782,88,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,Manny; Diego; and Sid embark upon another adventure after their continent is set adrift.,Ice Age: Continental Drift,6.2,2672
215000000,"[{""id"": 28; ""name"": ""Action""}; {""id"": 12; ""name"": ""Adventure""}; {""id"": 14; ""name"": ""Fantasy""}]",http://www.theamazingspiderman.com,en,The Amazing Spider-Man,Peter Parker is an outcast high schooler abandoned by his parents as a boy; leaving him to be raised by his Uncle Ben and Aunt May. Like most teenagers; Peter is trying to figure out who he is and how he got to be the person he is today. As Peter discovers a mysterious briefcase that belonged to his father; he begins a quest to understand his parents' disappearance – leading him directly to Oscorp and the lab of Dr. Curt Connors; his father's former partner. As Spider-Man is set on a collision course with Connors' alter ego; The Lizard; Peter will make life-altering choices to use his powers and shape his destiny to become a hero.,89.866276,"June 27, 2012",752215857,136,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,The untold story begins.,The Amazing Spider-Man,6.5,6586
7000000,"[{""id"": 18; ""name"": ""Drama""}; {""id"": 35; ""name"": ""Comedy""}]",http://magicmikemovie.warnerbros.com,en,Magic Mike,Mike; an experienced stripper; takes a younger performer called The Kid under his wing and schools him in the arts of partying; picking up women; and making easy money.,35.897151,"June 28, 2012",167221571,110,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,Work all day. Work it all night.,Magic Mike,6.1,1040
50000000,"[{""id"": 35; ""name"": ""Comedy""}; {""id"": 14; ""name"": ""Fantasy""}]",http://www.tedisreal.com/,en,Ted,John Bennett; a man whose childhood wish of bringing his teddy bear to life came true; now must decide between keeping the relationship with the bear or his girlfriend; Lori.,68.87691,"June 29, 2012",549368315,106,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,Ted is coming.,Ted,6.3,4697
1800000,"[{""id"": 18; ""name"": ""Drama""}; {""id"": 14; ""name"": ""Fantasy""}]",http://www.welcometothebathtub.com,en,Beasts of the Southern Wild,Hushpuppy; an intrepid six-year-old girl; lives with her father; Wink in 'the Bathtub'; a southern Delta community at the edge of the world. Wink’s tough love prepares her for the unraveling of the universe – for a time when he’s no longer there to protect her. When Wink contracts a mysterious illness; nature flies out of whack – temperatures rise; and the ice caps melt; unleashing an army of prehistoric creatures called aurochs. With the waters rising; the aurochs coming; and Wink’s health fading; Hushpuppy goes in search of her lost mother.,12.471239,"June 29, 2012",21107746,93,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,I  gotta take care of mine.,Beasts of the Southern Wild,6.8,403
8900000,"[{""id"": 18; ""name"": ""Drama""}; {""id"": 10749; ""name"": ""Romance""}]",,fr,Amour,Georges and Anne are in their eighties. They are cultivated; retired music teachers. Their daughter; who is also a musician; lives abroad with her family. One day; Anne has a stroke; and the couple's bond of love is severely tested.,17.151293,"July 1, 2012",19839492,127,"[{""iso_639_1"": ""fr""; ""name"": ""Fran\u00e7ais""}]",Released,,Amour,7.5,400
45000000,"[{""id"": 80; ""name"": ""Crime""}; {""id"": 18; ""name"": ""Drama""}; {""id"": 53; ""name"": ""Thriller""}]",http://www.savagesfilm.com/,en,Savages,Pot growers Ben and Chon face off against the Mexican drug cartel who kidnapped their shared girlfriend.,31.856589,"July 6, 2012",82966152,131,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,Young Beautiful Deadly.,Savages,6.2,766
250000000,"[{""id"": 28; ""name"": ""Action""}; {""id"": 80; ""name"": ""Crime""}; {""id"": 18; ""name"": ""Drama""}; {""id"": 53; ""name"": ""Thriller""}]",http://www.thedarkknightrises.com/,en,The Dark Knight Rises,Following the death of District Attorney Harvey Dent; Batman assumes responsibility for Dent's crimes to protect the late attorney's reputation and is subsequently hunted by the Gotham City Police Department. Eight years later; Batman encounters the mysterious Selina Kyle and the villainous Bane; a new terrorist leader who overwhelms Gotham's finest. The Dark Knight resurfaces to protect a city that has branded him an enemy.,112.31295,"July 16, 2012",1084939099,165,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,The Legend Ends,The Dark Knight Rises,7.6,9106
68000000,"[{""id"": 35; ""name"": ""Comedy""}]",,en,The Watch,Four everyday suburban guys come together as an excuse to escape their humdrum lives one night a week. But when they accidentally discover that their town has become overrun with aliens posing as ordinary suburbanites; they have no choice but to save their neighborhood - and the world - from total extermination.,39.395881,"July 26, 2012",68267862,98,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,Got Protection?,The Watch,5.3,881
33000000,"[{""id"": 10402; ""name"": ""Music""}; {""id"": 18; ""name"": ""Drama""}; {""id"": 10749; ""name"": ""Romance""}]",,en,Step Up Revolution,Emily arrives in Miami with aspirations to become a professional dancer. She sparks with Sean; the leader of a dance crew whose neighborhood is threatened by Emily's father's development plans.,29.775441,"July 26, 2012",140470746,99,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,One Step Can Change Your World,Step Up Revolution,6.7,663
22000000,"[{""id"": 35; ""name"": ""Comedy""}; {""id"": 10751; ""name"": ""Family""}]",,en,Diary of a Wimpy Kid: Dog Days,School is out and Greg is ready for the days of summer; when all his plans go wrong. What on earth is he going to do all summer?,13.410919,"August 2, 2012",77112176,94,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,School's Out for the summer,Diary of a Wimpy Kid: Dog Days,6,223
60000000,"[{""id"": 10751; ""name"": ""Family""}; {""id"": 16; ""name"": ""Animation""}; {""id"": 12; ""name"": ""Adventure""}; {""id"": 35; ""name"": ""Comedy""}]",http://paranorman.com,en,ParaNorman,In the town of Blithe Hollow; Norman Babcock is a boy who can speak to the dead; but no one besides his eccentric new friend; Neil; believes his ability is real. One day; Norman's estranged eccentric uncle tells him of an important annual ritual he must take up to protect the town from an curse cast by a witch it condemned centuries ago. Eventually; Norman decides to cooperate; but things don't go according to plan. Now; a magic storm of the witch threatens Blithe Hollow as the accursed dead rise. Together with unexpected new companions; Norman struggles to save his town; only to discover the horrific truth of the curse. With that insight; Norman must resolve the crisis for good as only he can.,39.539045,"August 3, 2012",107139399,90,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,It's all fun and games until someone raises the dead.,ParaNorman,6.7,789
3000000,"[{""id"": 35; ""name"": ""Comedy""}; {""id"": 10749; ""name"": ""Romance""}]",https://www.facebook.com/bachelorettemovie/,en,Bachelorette,Three friends are asked to be bridesmaids at a wedding of a woman they used to ridicule back in high school.,20.95282,"August 6, 2012",11947954,87,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,Old habits party hard.,Bachelorette,5.3,444
30000000,"[{""id"": 18; ""name"": ""Drama""}; {""id"": 35; ""name"": ""Comedy""}; {""id"": 10749; ""name"": ""Romance""}]",,en,Hope Springs,After thirty years of marriage; a middle-aged couple attends an intense; week-long counseling session to work on their relationship.,12.967137,"August 7, 2012",114281051,100,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,Sometimes to keep the magic; you need to learn a few tricks.,Hope Springs,5.8,284
130000000,"[{""id"": 28; ""name"": ""Action""}; {""id"": 53; ""name"": ""Thriller""}]",http://www.thebournelegacy.com/,en,The Bourne Legacy,New CIA operative; Aaron Cross experiences life-or-death stakes that have been triggered by the previous actions of Jason Bourne.,90.33681,"August 8, 2012",276572938,120,"[{""iso_639_1"": ""en""; ""name"": ""English""}; {""iso_639_1"": ""ru""; ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,There Was Never Just One,The Bourne Legacy,6,2651
100000000,"[{""id"": 28; ""name"": ""Action""}; {""id"": 12; ""name"": ""Adventure""}; {""id"": 53; ""name"": ""Thriller""}]",http://theexpendables2film.com/,en,The Expendables 2,Mr. Church reunites the Expendables for what should be an easy paycheck; but when one of their men is murdered on the job; their quest for revenge puts them deep in enemy territory and up against an unexpected threat.,53.732892,"August 8, 2012",312573423,103,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,Back for War.,The Expendables 2,6.1,2896
2500000,"[{""id"": 878; ""name"": ""Science Fiction""}; {""id"": 35; ""name"": ""Comedy""}; {""id"": 18; ""name"": ""Drama""}; {""id"": 80; ""name"": ""Crime""}]",http://robotandfrank-film.com/,en,Robot & Frank,A delightful dramatic comedy; a buddy picture; and; for good measure; a heist film. Curmudgeonly old Frank lives by himself. His routine involves daily visits to his local library; where he has a twinkle in his eye for the librarian. His grown children are concerned about their father’s well-being and buy him a caretaker robot. Initially resistant to the idea; Frank soon appreciates the benefits of robotic support – like nutritious meals and a clean house – and eventually begins to treat his robot like a true companion. With his robot’s assistance; Frank’s passion for his old; unlawful profession is reignited; for better or worse.,23.419061,"August 16, 2012",3325038,85,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,Friendship doesn't have an off switch,Robot & Frank,6.8,450
2000000,"[{""id"": 28; ""name"": ""Action""}; {""id"": 35; ""name"": ""Comedy""}; {""id"": 10749; ""name"": ""Romance""}]",http://www.hitandrunmovie.com/,en,Hit & Run,Former getaway driver Charlie Bronson jeopardizes his Witness Protection Plan identity in order to help his girlfriend get to Los Angeles. The feds and Charlie's former gang chase them on the road.,16.668854,"August 22, 2012",14400000,100,"[{""iso_639_1"": ""en""; ""name"": ""English""}; {""iso_639_1"": ""fr""; ""name"": ""Fran\u00e7ais""}; {""iso_639_1"": ""pl""; ""name"": ""Polski""}]",Released,A Comedy That Never Takes Its Foot Off The Gas,Hit & Run,5.5,224
35000000,"[{""id"": 80; ""name"": ""Crime""}; {""id"": 28; ""name"": ""Action""}; {""id"": 53; ""name"": ""Thriller""}]",http://www.premiumrush.com/,en,Premium Rush,In Manhattan; a bike messenger picks up an envelope that attracts the interest of a dirty cop; who pursues the cyclist throughout the city.,17.709888,"August 24, 2012",31083599,91,"[{""iso_639_1"": ""zh""; ""name"": ""\u666e\u901a\u8bdd""}; {""iso_639_1"": ""en""; ""name"": ""English""}]",Released,Ride Like Hell,Premium Rush,6.2,832
3800000,"[{""id"": 18; ""name"": ""Drama""}]",,da,Jagten,A teacher lives a lonely life; all the while struggling over his son’s custody. His life slowly gets better as he finds love and receives good news from his son; but his new luck is about to be brutally shattered by an innocent little lie.,21.826888,"August 28, 2012",16800000,115,"[{""iso_639_1"": ""da""; ""name"": ""Dansk""}; {""iso_639_1"": ""pl""; ""name"": ""Polski""}; {""iso_639_1"": ""en""; ""name"": ""English""}]",Released,The lie is spreading.,The Hunt,7.9,927
14000000,"[{""id"": 27; ""name"": ""Horror""}; {""id"": 53; ""name"": ""Thriller""}]",http://www.thepossessionmovie.com/,en,The Possession,A young girl buys an antique box at a yard sale; unaware that inside the collectible lives a malicious ancient spirit. The girl's father teams with his ex-wife to find a way to end the curse upon their child.,21.680424,"August 30, 2012",85446075,92,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,Fear The Demon That Doesn't Fear God,The Possession,5.8,498
1000000,"[{""id"": 99; ""name"": ""Documentary""}]",http://theactofkilling.com/,id,Jagal,In a place where killers are celebrated as heroes; these filmmakers challenge unrepentant death-squad leaders to dramatize their role in genocide. The result is a surreal; cinematic journey; not only into the memories and imaginations of mass murderers; but also into a frighteningly banal regime of corruption and impunity.,8.887411,"August 31, 2012",444575,115,"[{""iso_639_1"": ""en""; ""name"": ""English""}; {""iso_639_1"": ""id""; ""name"": ""Bahasa indonesia""}]",Released,A story of killers who win; and the society they build.,The Act of Killing,7.5,210
20000000,"[{""id"": 53; ""name"": ""Thriller""}; {""id"": 80; ""name"": ""Crime""}; {""id"": 18; ""name"": ""Drama""}]",,en,The Iceman,The true story of Richard Kuklinski; the notorious contract killer and family man.,19.494703,"September 1, 2012",1969193,105,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,Loving husband. Devoted father. Ruthless killer.,The Iceman,6.4,365
50000000,"[{""id"": 28; ""name"": ""Action""}; {""id"": 878; ""name"": ""Science Fiction""}]",http://dreddthemovie.com/,en,Dredd,In the future; America is a dystopian wasteland. The latest scourge is Ma-Ma; a prostitute-turned-drug pusher with a dangerous new drug and aims to take over the city. The only possibility of stopping her is an elite group of urban police called Judges; who combine the duties of judge; jury and executioner to deliver a brutal brand of swift justice. But even the top-ranking Judge; Dredd; discovers that taking down Ma-Ma isn’t as easy as it seems in this explosive adaptation of the hugely popular comic series.,57.673932,"September 7, 2012",41037742,95,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,Judgement is coming,Dredd,6.6,1940
32000000,"[{""id"": 18; ""name"": ""Drama""}]",,en,The Master,"Freddie; a volatile; heavy-drinking veteran who suffers from post-traumatic stress disorder; finds some semblance of a family when he stumbles onto the ship of Lancaster Dodd; the charismatic leader of a new ""religion"" he forms after World War II.",25.682509,"September 7, 2012",28258060,137,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,Every Man Needs a Guide,The Master,7,701
15000000,"[{""id"": 35; ""name"": ""Comedy""}; {""id"": 80; ""name"": ""Crime""}]",http://www.sevenpsychopaths.com/,en,Seven Psychopaths,A struggling screenwriter inadvertently becomes entangled in the Los Angeles criminal underworld after his oddball friends kidnap a gangster's beloved Shih Tzu.,32.306455,"September 7, 2012",19422261,110,"[{""iso_639_1"": ""en""; ""name"": ""English""}; {""iso_639_1"": ""vi""; ""name"": ""Ti\u1ebfng Vi\u1ec7t""}]",Released,They Won't Take Any Shih Tzu.,Seven Psychopaths,6.7,1206
6000000,"[{""id"": 18; ""name"": ""Drama""}; {""id"": 53; ""name"": ""Thriller""}]",http://www.thewordsmovie.com/,en,The Words,The Words follows young writer Rory Jansen who finally achieves long sought after literary success after publishing the next great American novel. There's only one catch - he didn't write it. As the past comes back to haunt him and his literary star continues to rise; Jansen is forced to confront the steep price that must be paid for stealing another man's work; and for placing ambition and success above life's most fundamental three words.,14.988746,"September 7, 2012",13231461,96,"[{""iso_639_1"": ""en""; ""name"": ""English""}; {""iso_639_1"": ""fr""; ""name"": ""Fran\u00e7ais""}]",Released,There's more than one way to take a life.,The Words,6.4,379
21000000,"[{""id"": 18; ""name"": ""Drama""}; {""id"": 35; ""name"": ""Comedy""}; {""id"": 10749; ""name"": ""Romance""}]",http://silverliningsplaybookmovie.com/,en,Silver Linings Playbook,After spending eight months in a mental institution; a former teacher moves back in with his parents and tries to reconcile with his ex-wife.,63.599973,"September 8, 2012",205738714,122,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,Watch For The Signs,Silver Linings Playbook,6.9,4742
42000000,"[{""id"": 53; ""name"": ""Thriller""}; {""id"": 18; ""name"": ""Drama""}]",,en,Lo imposible,In December 2004; close-knit family Maria; Henry and their three sons begin their winter vacation in Thailand. But the day after Christmas; the idyllic holiday turns into an incomprehensible nightmare when a terrifying roar rises from the depths of the sea; followed by a wall of black water that devours everything in its path. Though Maria and her family face their darkest hour; unexpected displays of kindness and courage ameliorate their terror.,47.559928,"September 9, 2012",180274123,113,"[{""iso_639_1"": ""en""; ""name"": ""English""}; {""iso_639_1"": ""es""; ""name"": ""Espa\u00f1ol""}; {""iso_639_1"": ""sv""; ""name"": ""svenska""}; {""iso_639_1"": ""th""; ""name"": ""\u0e20\u0e32\u0e29\u0e32\u0e44\u0e17\u0e22""}]",Released,Nothing is more powerful than the human spirit.,The Impossible,7,2025
1500000,"[{""id"": 27; ""name"": ""Horror""}; {""id"": 53; ""name"": ""Thriller""}]",http://robzombie.com/movies/the-lords-of-salem/,en,The Lords of Salem,The City of Salem; Massachusetts is visited by a coven of ancient witches.,14.504326,"September 10, 2012",1165882,101,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,We've been waiting... we've always been waiting,The Lords of Salem,5.1,242
65000000,"[{""id"": 28; ""name"": ""Action""}; {""id"": 27; ""name"": ""Horror""}; {""id"": 878; ""name"": ""Science Fiction""}]",http://www.residentevil-movie.com/site/,en,Resident Evil: Retribution,The Umbrella Corporation’s deadly T-virus continues to ravage the Earth; transforming the global population into legions of the flesh eating Undead. The human race’s last and only hope; Alice; awakens in the heart of Umbrella’s most clandestine operations facility and unveils more of her mysterious past as she delves further into the complex. Without a safe haven; Alice continues to hunt those responsible for the outbreak; a chase that takes her from Tokyo to New York; Washington; D.C. and Moscow; culminating in a mind-blowing revelation that will force her to rethink everything that she once thought to be true. Aided by new found allies and familiar friends; Alice must fight to survive long enough to escape a hostile world on the brink of oblivion. The countdown has begun.,6.227675,"September 12, 2012",240159255,95,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,The Ultimate Battle Begins,Resident Evil: Retribution,5.6,1600
12000000,"[{""id"": 18; ""name"": ""Drama""}; {""id"": 53; ""name"": ""Thriller""}]",,en,Arbitrage,A troubled hedge fund magnate; desperate to complete the sale of his trading empire; makes an error that forces him to turn to an unlikely person for help.,16.40512,"September 14, 2012",35485056,100,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,Power is the best alibi.,Arbitrage,6.1,294
85000000,"[{""id"": 16; ""name"": ""Animation""}; {""id"": 35; ""name"": ""Comedy""}; {""id"": 10751; ""name"": ""Family""}; {""id"": 14; ""name"": ""Fantasy""}]",http://www.welcometohotelt.com,en,Hotel Transylvania,Dracula; who operates a high-end resort away from the human world; goes into overprotective mode when a boy discovers the resort and falls for the count's teen-aged daughter.,56.257411,"September 20, 2012",358375603,91,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,Where monsters go to get away from it all,Hotel Transylvania,6.8,2566
15000000,"[{""id"": 80; ""name"": ""Crime""}; {""id"": 53; ""name"": ""Thriller""}]",http://killingthemsoftlymovie.com/,en,Killing Them Softly,Jackie Cogan is an enforcer hired to restore order after three dumb guys rob a Mob protected card game; causing the local criminal economy to collapse.,24.612603,"September 20, 2012",37930465,97,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,In America you're on your own.,Killing Them Softly,5.8,742
13000000,"[{""id"": 18; ""name"": ""Drama""}; {""id"": 10749; ""name"": ""Romance""}]",http://perks-of-being-a-wallflower.com/,en,The Perks of Being a Wallflower,A coming-of-age story based on the best-selling novel by Stephen Chbosky; which follows 15-year-old freshman Charlie; an endearing and naive outsider who is taken under the wings of two seniors. A moving tale of love; loss; fear and hope - and the unforgettable friends that help us through life.,43.444135,"September 20, 2012",33400000,102,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,We are infinite.,The Perks of Being a Wallflower,7.7,2968
7000000,"[{""id"": 80; ""name"": ""Crime""}; {""id"": 18; ""name"": ""Drama""}; {""id"": 53; ""name"": ""Thriller""}]",,en,End of Watch,Two young officers are marked for death after confiscating a small cache of money and firearms from the members of a notorious cartel during a routine traffic stop.,49.517264,"September 20, 2012",48126384,109,"[{""iso_639_1"": ""en""; ""name"": ""English""}; {""iso_639_1"": ""es""; ""name"": ""Espa\u00f1ol""}]",Released,Every moment of your life they stand watch,End of Watch,7.2,1170
6900000,"[{""id"": 27; ""name"": ""Horror""}; {""id"": 53; ""name"": ""Thriller""}]",,en,House at the End of the Street,A mother and daughter move to a new town and find themselves living next door to a house where a young girl murdered her parents. When the daughter befriends the surviving son; she learns the story is far from over.,25.613197,"September 21, 2012",44287131,101,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,Fear reaches out... for the girl next door.,House at the End of the Street,5.6,555
15000000,"[{""id"": 18; ""name"": ""Drama""}]",,en,Promised Land,A salesman for a natural gas company experiences life-changing events after arriving in a small town; where his corporation wants to tap into the available resources.,13.568302,"September 23, 2012",8138788,106,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,What's your price?,Promised Land,6,243
30000000,"[{""id"": 28; ""name"": ""Action""}; {""id"": 53; ""name"": ""Thriller""}; {""id"": 878; ""name"": ""Science Fiction""}]",http://loopermovie.com/,en,Looper,In the futuristic action thriller Looper; time travel will be invented but it will be illegal and only available on the black market. When the mob wants to get rid of someone; they will send their target 30 years into the past where a looper; a hired gun; like Joe is waiting to mop up. Joe is getting rich and life is good until the day the mob decides to close the loop; sending back Joe's future self for assassination.,46.377628,"September 26, 2012",47042000,118,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,Hunted By Your Future; Haunted By Your Past,Looper,6.6,4697
45000000,"[{""id"": 28; ""name"": ""Action""}; {""id"": 80; ""name"": ""Crime""}; {""id"": 53; ""name"": ""Thriller""}]",,en,Taken 2,In Istanbul; retired CIA operative Bryan Mills and his wife are taken hostage by the father of a kidnapper Mills killed while rescuing his daughter.,49.353524,"September 27, 2012",376141306,91,"[{""iso_639_1"": ""en""; ""name"": ""English""}; {""iso_639_1"": ""tr""; ""name"": ""T\u00fcrk\u00e7e""}; {""iso_639_1"": ""ar""; ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}]",Released,First they took his daughter. Now they're coming for him.,Taken 2,6.1,2757
