budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
8900000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",,86837,"[{""id"": 428, ""name"": ""nurse""}, {""id"": 2176, ""name"": ""music teacher""}, {""id"": 4995, ""name"": ""aging""}, {""id"": 5600, ""name"": ""daughter""}, {""id"": 6027, ""name"": ""music""}, {""id"": 9673, ""name"": ""love""}, {""id"": 18115, ""name"": ""retired""}, {""id"": 40895, ""name"": ""illness""}, {""id"": 156151, ""name"": ""pigeon""}, {""id"": 157769, ""name"": ""stroke""}, {""id"": 181331, ""name"": ""octogenarian""}, {""id"": 227023, ""name"": ""old couple""}]",fr,Amour,"Georges and Anne are in their eighties. They are cultivated, retired music teachers. Their daughter, who is also a musician, lives abroad with her family. One day, Anne has a stroke, and the couple's bond of love is severely tested.",17.151293,"[{""name"": ""Les Films du Losange"", ""id"": 223}, {""name"": ""Wega Film"", ""id"": 224}, {""name"": ""X-Filme Creative Pool"", ""id"": 1972}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""AT"", ""name"": ""Austria""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",7/1/2012,19839492,127,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,,Amour,7.5,400
250000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",http://www.thedarkknightrises.com/,49026,"[{""id"": 849, ""name"": ""dc comics""}, {""id"": 853, ""name"": ""crime fighter""}, {""id"": 949, ""name"": ""terrorist""}, {""id"": 1308, ""name"": ""secret identity""}, {""id"": 1437, ""name"": ""burglar""}, {""id"": 3051, ""name"": ""hostage drama""}, {""id"": 3562, ""name"": ""time bomb""}, {""id"": 6969, ""name"": ""gotham city""}, {""id"": 7002, ""name"": ""vigilante""}, {""id"": 9665, ""name"": ""cover-up""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 9990, ""name"": ""villainess""}, {""id"": 10044, ""name"": ""tragic hero""}, {""id"": 13015, ""name"": ""terrorism""}, {""id"": 14796, ""name"": ""destruction""}, {""id"": 18933, ""name"": ""catwoman""}, {""id"": 156082, ""name"": ""cat burglar""}, {""id"": 156395, ""name"": ""imax""}, {""id"": 173272, ""name"": ""flood""}, {""id"": 179093, ""name"": ""criminal underworld""}, {""id"": 230775, ""name"": ""batman""}]",en,The Dark Knight Rises,"Following the death of District Attorney Harvey Dent, Batman assumes responsibility for Dent's crimes to protect the late attorney's reputation and is subsequently hunted by the Gotham City Police Department. Eight years later, Batman encounters the mysterious Selina Kyle and the villainous Bane, a new terrorist leader who overwhelms Gotham's finest. The Dark Knight resurfaces to protect a city that has branded him an enemy.",112.31295,"[{""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""DC Entertainment"", ""id"": 9993}, {""name"": ""Syncopy"", ""id"": 9996}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7/16/2012,1084939099,165,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Legend Ends,The Dark Knight Rises,7.6,9106
3800000,"[{""id"": 18, ""name"": ""Drama""}]",,103663,"[{""id"": 494, ""name"": ""father son relationship""}, {""id"": 509, ""name"": ""denmark""}, {""id"": 2251, ""name"": ""lie""}, {""id"": 2337, ""name"": ""pedophilia""}, {""id"": 4590, ""name"": ""kindergarten""}, {""id"": 5905, ""name"": ""father""}, {""id"": 7946, ""name"": ""deer""}, {""id"": 10103, ""name"": ""children""}, {""id"": 10508, ""name"": ""teacher""}, {""id"": 10873, ""name"": ""school""}, {""id"": 14576, ""name"": ""pedophile""}, {""id"": 15160, ""name"": ""divorce""}, {""id"": 33688, ""name"": ""hunting""}]",da,Jagten,"A teacher lives a lonely life, all the while struggling over his sons custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie.",21.826888,"[{""name"": ""Zentropa Entertainments"", ""id"": 76}, {""name"": ""Det Danske Filminstitut"", ""id"": 118}, {""name"": ""Danmarks Radio (DR)"", ""id"": 119}, {""name"": ""Eurimages"", ""id"": 850}, {""name"": ""MEDIA Programme of the European Union"", ""id"": 851}, {""name"": ""Sveriges Television (SVT)"", ""id"": 3221}, {""name"": ""Svenska Filminstitutet (SFI)"", ""id"": 7446}, {""name"": ""Nordisk Film- & TV-Fond"", ""id"": 8555}, {""name"": ""Film V\u00e4st"", ""id"": 74636}]","[{""iso_3166_1"": ""DK"", ""name"": ""Denmark""}, {""iso_3166_1"": ""SE"", ""name"": ""Sweden""}]",8/28/2012,16800000,115,"[{""iso_639_1"": ""da"", ""name"": ""Dansk""}, {""iso_639_1"": ""pl"", ""name"": ""Polski""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The lie is spreading.,The Hunt,7.9,927
32000000,"[{""id"": 18, ""name"": ""Drama""}]",,68722,"[{""id"": 447, ""name"": ""post traumatic stress disorder""}, {""id"": 459, ""name"": ""sexual obsession""}, {""id"": 4518, ""name"": ""postwar period""}, {""id"": 13017, ""name"": ""drifter""}, {""id"": 33457, ""name"": ""alcoholic""}, {""id"": 159028, ""name"": ""cult leader""}, {""id"": 159314, ""name"": ""scientology""}, {""id"": 162766, ""name"": ""religious cult""}, {""id"": 173179, ""name"": ""charismatic leader""}, {""id"": 177882, ""name"": ""right hand man""}]",en,The Master,"Freddie, a volatile, heavy-drinking veteran who suffers from post-traumatic stress disorder, finds some semblance of a family when he stumbles onto the ship of Lancaster Dodd, the charismatic leader of a new ""religion"" he forms after World War II.",25.682509,"[{""name"": ""Ghoulardi Film Company"", ""id"": 178}, {""name"": ""The Weinstein Company"", ""id"": 308}, {""name"": ""Annapurna Pictures"", ""id"": 13184}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/7/2012,28258060,137,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Every Man Needs a Guide,The Master,7,701
42000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",,80278,"[{""id"": 3434, ""name"": ""thailand""}, {""id"": 6941, ""name"": ""tsunami""}, {""id"": 14724, ""name"": ""family vacation""}, {""id"": 181012, ""name"": ""tidal wave""}, {""id"": 188351, ""name"": ""catastrophe""}, {""id"": 188354, ""name"": ""swept away""}, {""id"": 188356, ""name"": ""separation from family""}, {""id"": 188374, ""name"": ""boxing day""}, {""id"": 209493, ""name"": ""21st century""}]",en,Lo imposible,"In December 2004, close-knit family Maria, Henry and their three sons begin their winter vacation in Thailand. But the day after Christmas, the idyllic holiday turns into an incomprehensible nightmare when a terrifying roar rises from the depths of the sea, followed by a wall of black water that devours everything in its path. Though Maria and her family face their darkest hour, unexpected displays of kindness and courage ameliorate their terror.",47.559928,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Telecinco Cinema"", ""id"": 2674}, {""name"": ""Apaches Entertainment"", ""id"": 8111}, {""name"": ""Canal+ Espa\u00f1a"", ""id"": 9335}, {""name"": ""Instituto de la Cinematograf\u00eda y de las Artes Audiovisuales (ICAA)"", ""id"": 9974}, {""name"": ""Institut Valenci\u00e3 de Cinematografia (IVAC)"", ""id"": 18309}, {""name"": ""Mediaset Espa\u00f1a"", ""id"": 21632}, {""name"": ""La Trini"", ""id"": 53490}, {""name"": ""Generalitat Valenciana"", ""id"": 53491}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""ES"", ""name"": ""Spain""}]",9/9/2012,180274123,113,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""sv"", ""name"": ""svenska""}, {""iso_639_1"": ""th"", ""name"": ""\u0e20\u0e32\u0e29\u0e32\u0e44\u0e17\u0e22""}]",Released,Nothing is more powerful than the human spirit.,The Impossible,7,2025
7000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",,77016,"[{""id"": 12670, ""name"": ""los angeles""}, {""id"": 188112, ""name"": ""bullet proof vest""}, {""id"": 188114, ""name"": ""u.s. marine""}, {""id"": 188124, ""name"": ""medal of valor""}, {""id"": 188127, ""name"": ""police sergeant""}, {""id"": 188133, ""name"": ""felon""}, {""id"": 188134, ""name"": ""golden gun""}]",en,End of Watch,Two young officers are marked for death after confiscating a small cache of money and firearms from the members of a notorious cartel during a routine traffic stop.,49.517264,"[{""name"": ""Emmett/Furla Films"", ""id"": 10405}, {""name"": ""Exclusive Media Group"", ""id"": 11448}, {""name"": ""Hedge Fund Film Partners"", ""id"": 11449}, {""name"": ""Crave Films"", ""id"": 16312}, {""name"": ""Knightsbridge Entertainment"", ""id"": 46961}, {""name"": ""Le Grisbi Productions"", ""id"": 47169}, {""name"": ""5150 Action"", ""id"": 47354}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/20/2012,48126384,109,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,Every moment of your life they stand watch,End of Watch,7.2,1170
13000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",http://perks-of-being-a-wallflower.com/,84892,"[{""id"": 367, ""name"": ""shyness""}, {""id"": 1328, ""name"": ""secret""}, {""id"": 2398, ""name"": ""narration""}, {""id"": 5091, ""name"": ""kiss""}, {""id"": 10519, ""name"": ""freshman""}, {""id"": 10683, ""name"": ""coming of age""}, {""id"": 18068, ""name"": ""teenage boy""}, {""id"": 33910, ""name"": ""high school student""}, {""id"": 157303, ""name"": ""first love""}, {""id"": 158199, ""name"": ""aunt nephew relationship""}, {""id"": 158968, ""name"": ""gay lead character""}, {""id"": 160500, ""name"": ""santa hat""}, {""id"": 163037, ""name"": ""lgbt teen""}, {""id"": 180861, ""name"": ""aunt nephew incest""}, {""id"": 223438, ""name"": ""based on young adult novel""}]",en,The Perks of Being a Wallflower,"A coming-of-age story based on the best-selling novel by Stephen Chbosky, which follows 15-year-old freshman Charlie, an endearing and naive outsider who is taken under the wings of two seniors. A moving tale of love, loss, fear and hope - and the unforgettable friends that help us through life.",43.444135,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Mr. Mudd Production"", ""id"": 2130}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/20/2012,33400000,102,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,We are infinite.,The Perks of Being a Wallflower,7.7,2968
17000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",http://www.pitchperfectmovie.com/,114150,"[{""id"": 271, ""name"": ""competition""}, {""id"": 1253, ""name"": ""roommate""}, {""id"": 3616, ""name"": ""college""}, {""id"": 5248, ""name"": ""female friendship""}, {""id"": 6027, ""name"": ""music""}, {""id"": 10079, ""name"": ""hazing""}, {""id"": 10556, ""name"": ""male female relationship""}, {""id"": 33928, ""name"": ""audition""}, {""id"": 155939, ""name"": ""group of friends""}, {""id"": 167768, ""name"": ""dorm room""}, {""id"": 177972, ""name"": ""bickering""}, {""id"": 186117, ""name"": ""dj""}, {""id"": 186120, ""name"": ""singing competition""}, {""id"": 186125, ""name"": ""film score""}, {""id"": 186136, ""name"": ""female musician""}, {""id"": 186147, ""name"": ""singing contest""}, {""id"": 206298, ""name"": ""young adult""}, {""id"": 209838, ""name"": ""acapella""}]",en,Pitch Perfect,"College student Beca knows she does not want to be part of a clique, but that's exactly where she finds herself after arriving at her new school. Thrust in among mean gals, nice gals and just plain weird gals, Beca finds that the only thing they have in common is how well they sing together. She takes the women of the group out of their comfort zone of traditional arrangements and into a world of amazing harmonic combinations in a fight to the top of college music competitions.",32.746486,"[{""name"": ""Brownstone Productions"", ""id"": 12365}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/28/2012,115350426,112,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Get pitch slapped.,Pitch Perfect,7.3,2247
44500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",http://argothemovie.warnerbros.com/,68734,"[{""id"": 591, ""name"": ""cia""}, {""id"": 1157, ""name"": ""wife husband relationship""}, {""id"": 1937, ""name"": ""document""}, {""id"": 2020, ""name"": ""revolution""}, {""id"": 2430, ""name"": ""hiding place""}, {""id"": 2519, ""name"": ""canadian""}, {""id"": 2562, ""name"": ""press conference""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 15292, ""name"": ""hanged man""}, {""id"": 34061, ""name"": ""american abroad""}, {""id"": 159306, ""name"": ""crane""}, {""id"": 159514, ""name"": ""subtitled scene""}, {""id"": 161996, ""name"": ""movie poster""}, {""id"": 165340, ""name"": ""based on article""}, {""id"": 185677, ""name"": ""extraction""}, {""id"": 185684, ""name"": ""iran hostage crisis""}, {""id"": 185686, ""name"": ""sweatshop""}, {""id"": 185692, ""name"": ""intelligence agent""}, {""id"": 185699, ""name"": ""film studio""}, {""id"": 185702, ""name"": ""langley virginia""}, {""id"": 208289, ""name"": ""1980s""}]",en,Argo,"As the Iranian revolution reaches a boiling point, a CIA 'exfiltration' specialist concocts a risky plan to free six Americans who have found shelter at the home of the Canadian ambassador.",62.01056,"[{""name"": ""GK Films"", ""id"": 3281}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Smokehouse Pictures"", ""id"": 22695}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/11/2012,232324128,120,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fa"", ""name"": ""\u0641\u0627\u0631\u0633\u06cc""}]",Released,The movie was fake. The mission was real.,Argo,7.1,3423
165000000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}]",http://disney.go.com/wreck-it-ralph,82690,"[{""id"": 825, ""name"": ""support group""}, {""id"": 3977, ""name"": ""product placement""}, {""id"": 6733, ""name"": ""bullying""}, {""id"": 10039, ""name"": ""racing""}, {""id"": 10547, ""name"": ""arcade""}, {""id"": 11124, ""name"": ""medal""}, {""id"": 155023, ""name"": ""self esteem""}, {""id"": 158023, ""name"": ""curiosity""}, {""id"": 162936, ""name"": ""precocious child""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 185859, ""name"": ""first person shooter""}, {""id"": 185861, ""name"": ""glitch""}, {""id"": 185863, ""name"": ""carefree""}, {""id"": 185867, ""name"": ""video gamer""}, {""id"": 185868, ""name"": ""q*bert""}, {""id"": 185876, ""name"": ""interrupted wedding""}, {""id"": 185880, ""name"": ""social reject""}]",en,Wreck-It Ralph,"Wreck-It Ralph is the 9-foot-tall, 643-pound villain of an arcade video game named Fix-It Felix Jr., in which the game's titular hero fixes buildings that Ralph destroys. Wanting to prove he can be a good guy and not just a villain, Ralph escapes his game and lands in Hero's Duty, a first-person shooter where he helps the game's hero battle against alien invaders. He later enters Sugar Rush, a kart racing game set on tracks made of candies, cookies and other sweets. There, Ralph meets Vanellope von Schweetz who has learned that her game is faced with a dire threat that could affect the entire arcade, and one that Ralph may have inadvertently started.",62.341073,"[{""name"": ""Walt Disney Animation Studios"", ""id"": 6125}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/1/2012,471222889,108,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The story of a regular guy just looking for a little wreck-ognition.,Wreck-It Ralph,7.1,4570
120000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}]",http://www.lifeofpimovie.com/,87827,"[{""id"": 270, ""name"": ""ocean""}, {""id"": 2580, ""name"": ""shipwreck""}, {""id"": 4096, ""name"": ""hindu""}, {""id"": 4809, ""name"": ""tiger""}, {""id"": 6150, ""name"": ""faith""}, {""id"": 12971, ""name"": ""zookeeper""}, {""id"": 18068, ""name"": ""teenage boy""}, {""id"": 158022, ""name"": ""cargo ship""}, {""id"": 163000, ""name"": ""lifeboat""}, {""id"": 163014, ""name"": ""injured animal""}]",en,Life of Pi,"The story of an Indian boy named Pi, a zookeeper's son who finds himself in the company of a hyena, zebra, orangutan, and a Bengal tiger after a shipwreck sets them adrift in the Pacific Ocean.",51.328145,"[{""name"": ""Ingenious Film Partners"", ""id"": 289}, {""name"": ""Ingenious Media"", ""id"": 290}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Big Screen Productions"", ""id"": 10893}, {""name"": ""Haishang Films"", ""id"": 13480}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""TW"", ""name"": ""Taiwan""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",11/20/2012,609016565,127,"[{""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""hi"", ""name"": ""\u0939\u093f\u0928\u094d\u0926\u0940""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}, {""iso_639_1"": ""ta"", ""name"": ""\u0ba4\u0bae\u0bbf\u0bb4\u0bcd""}]",Released,Believe The Unbelievable,Life of Pi,7.2,5797
145000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",http://www.riseoftheguardians.com/,81188,"[{""id"": 1566, ""name"": ""dream""}, {""id"": 1991, ""name"": ""santa claus""}, {""id"": 3030, ""name"": ""nightmare""}, {""id"": 9923, ""name"": ""easter bunny""}, {""id"": 33597, ""name"": ""tooth fairy""}, {""id"": 41581, ""name"": ""jack frost""}, {""id"": 41584, ""name"": ""sandman""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,Rise of the Guardians,"When an evil spirit known as Pitch lays down the gauntlet to take over the world, the immortal Guardians must join forces for the first time to protect the hopes, beliefs and imagination of children all over the world.",61.788035,"[{""name"": ""DreamWorks Animation"", ""id"": 521}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/21/2012,306941670,97,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,You better believe.,Rise of the Guardians,7.1,1922
250000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",http://www.thehobbit.com/,49051,"[{""id"": 483, ""name"": ""riddle""}, {""id"": 603, ""name"": ""elves""}, {""id"": 604, ""name"": ""dwarves""}, {""id"": 606, ""name"": ""orcs""}, {""id"": 609, ""name"": ""middle-earth (tolkien)""}, {""id"": 611, ""name"": ""hobbit""}, {""id"": 1262, ""name"": ""mountains""}, {""id"": 177912, ""name"": ""wizard""}, {""id"": 189092, ""name"": ""journey""}, {""id"": 189093, ""name"": ""ring""}, {""id"": 189094, ""name"": ""goblin""}, {""id"": 189098, ""name"": ""courage""}, {""id"": 189099, ""name"": ""giant""}, {""id"": 189102, ""name"": ""tunnel""}, {""id"": 189103, ""name"": ""underground lake""}, {""id"": 189108, ""name"": ""buried treasure""}, {""id"": 189114, ""name"": ""climbing a tree""}, {""id"": 189115, ""name"": ""invisibility""}, {""id"": 189119, ""name"": ""ancient""}, {""id"": 191739, ""name"": ""gnomes""}]",en,The Hobbit: An Unexpected Journey,"Bilbo Baggins, a hobbit enjoying his quiet life, is swept into an epic quest by Gandalf the Grey and thirteen dwarves who seek to reclaim their mountain home from Smaug, the dragon.",108.849621,"[{""name"": ""WingNut Films"", ""id"": 11}, {""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Warner Bros. Pictures"", ""id"": 174}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""NZ"", ""name"": ""New Zealand""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/26/2012,1021103568,169,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,From the smallest beginnings come the greatest legends.,The Hobbit: An Unexpected Journey,7,8297
12516654,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",,126319,"[{""id"": 2161, ""name"": ""mouse""}, {""id"": 4048, ""name"": ""musician""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 10360, ""name"": ""prejudice""}, {""id"": 10468, ""name"": ""bear""}]",fr,Ernest et Clestine,"Celestine is a little mouse trying to avoid a dental career; Ernest is a big bear craving an artistic outlet. When Celestine meets Ernest, they overcome their natural enmity by forging a life of crime together.",11.103202,"[{""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""La Parti Productions"", ""id"": 2675}, {""name"": ""Les Armateurs"", ""id"": 6973}, {""name"": ""Melusine Productions"", ""id"": 13351}, {""name"": ""Maybe Movies"", ""id"": 27350}, {""name"": ""Gkids"", ""id"": 32853}]","[{""iso_3166_1"": ""BE"", ""name"": ""Belgium""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""LU"", ""name"": ""Luxembourg""}]",12/12/2012,8109160,78,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,"Bonnie and Clyde, Sid and Nancy...",Ernest & Celestine,7.6,142
61000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",http://www.lesmiserablesfilm.com,82695,"[{""id"": 254, ""name"": ""france""}, {""id"": 642, ""name"": ""robbery""}, {""id"": 1411, ""name"": ""brothel""}, {""id"": 1919, ""name"": ""mayor""}, {""id"": 3412, ""name"": ""star""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 5638, ""name"": ""arrest""}, {""id"": 6092, ""name"": ""army""}, {""id"": 11196, ""name"": ""rebellion""}, {""id"": 13027, ""name"": ""wedding""}, {""id"": 13072, ""name"": ""falling in love""}, {""id"": 13092, ""name"": ""corpse""}, {""id"": 15232, ""name"": ""parole""}, {""id"": 15234, ""name"": ""convict""}, {""id"": 186951, ""name"": ""girl disguised as boy""}]",en,Les Misrables,"An adaptation of the successful stage musical based on Victor Hugo's classic novel set in 19th-century France, in which a paroled prisoner named Jean Valjean seeks redemption.",48.356214,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""CAMERON MACKINTOSH"", ""id"": 7923}, {""name"": ""Working Title Films"", ""id"": 10163}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/18/2012,441809770,157,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Fight. Dream. Hope. Love.,Les Misrables,7.1,1884
100000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 37, ""name"": ""Western""}]",http://unchainedmovie.com/,68718,"[{""id"": 801, ""name"": ""bounty hunter""}, {""id"": 1701, ""name"": ""hero""}, {""id"": 3136, ""name"": ""plantation""}, {""id"": 3679, ""name"": ""society""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 9713, ""name"": ""friends""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 9823, ""name"": ""rivalry""}, {""id"": 10084, ""name"": ""rescue""}, {""id"": 10950, ""name"": ""shootout""}, {""id"": 12425, ""name"": ""racism""}, {""id"": 15017, ""name"": ""danger""}, {""id"": 33780, ""name"": ""dentist""}, {""id"": 160324, ""name"": ""django""}, {""id"": 163129, ""name"": ""dual role""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 187376, ""name"": ""odd couple""}, {""id"": 188772, ""name"": ""black slave""}, {""id"": 202703, ""name"": ""deadly""}, {""id"": 206687, ""name"": ""chases and races""}, {""id"": 207928, ""name"": ""19th century""}]",en,Django Unchained,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.",82.121691,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""The Weinstein Company"", ""id"": 308}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/25/2012,425368238,165,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,"Life, liberty and the pursuit of vengeance.",Django Unchained,7.8,10099
13500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]",http://lamiglioreoffertailfilm.it,152742,"[{""id"": 5918, ""name"": ""painting""}, {""id"": 198318, ""name"": ""auctioneer""}, {""id"": 201385, ""name"": ""confidence game""}, {""id"": 220933, ""name"": ""fine art""}, {""id"": 221810, ""name"": ""honey pot""}]",en,La migliore offerta,"Virgil Oldman is a world renowned antiques expert and auctioneer. An eccentric genius, he leads a solitary life, going to extreme lengths to keep his distance from the messiness of human relationships. When appointed by the beautiful but emotionally damaged Claire to oversee the valuation and sale of her familys priceless art collection, Virgil allows himself to form an attachment to her  and soon he is engulfed by a passion which will rock his bland existence to the core.",30.058263,"[{""name"": ""Paco Cinematografica"", ""id"": 3110}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Regione Lazio"", ""id"": 20416}, {""name"": ""Business Location Sudtirol Alto Adige"", ""id"": 20644}, {""name"": ""Friuli Venezia Giulia Film Commission"", ""id"": 38591}, {""name"": ""UniCredit Group"", ""id"": 38592}]","[{""iso_3166_1"": ""IT"", ""name"": ""Italy""}]",1/1/2013,19255873,124,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A Master of Possession. A Crime of Obsession,The Best Offer,7.7,704
